code	name	description
D3.2.7.2.2	D 3.2.7.2.2	gedeeltelijk roostervloer; mestkelders met (water- en) mestkanaal; mestkanaal met schuine putwand; met roosters anders dan metalen driekant op het mestkanaal; emitterend mestoppervlak groter dan 0,18 m2, maar kleiner dan 0,27 m2 per varken 
D3.2.8	D 3.2.8	gedeeltelijk roostervloer; biologisch luchtwassysteem 70% emissiereductie 
D3.2.9	D 3.2.9	gedeeltelijk roostervloer; chemisch luchtwassysteem 70% emissiereductie 
D3.3.1	D 3.3.1	beddenstal met maximaal 0,14 m2 emitterend mestoppervlak per dier tot 50 kg levend gewicht en met maximaal 0,29 m2 emitterend mestoppervlak per dier vanaf 50 kg levend gewicht
D3.3.2	D 3.3.2	overige huisvestingssystemen scharrel vleesvarkens
E1.1	E 1.1	open mestopslag onder de batterij al dan niet voorzien van een mestschuif (flat-deck-kooien, trapkooien of compactkooien voor natte mest)
E1.10	E 1.10	biologisch luchtwassysteem 70% emissiereductie
E1.100	E 1.100	overige huisvestingssystemen niet-batterijhuisvesting
E1.101	E 1.101	overige huisvestingssystemen batterijhuisvesting
E1.11	E 1.11	stal met verwarmingssysteem met warmteheaters en ventilatoren
E1.12	E 1.12	biofilter 70% emissiereductie
E1.13	E 1.13	chemisch luchtwassysteem 70% emissiereductie
E1.14	E 1.14	opfokhuisvesting met verhoogde roostervloer met daarboven oplierbare en/of opklapbare roosters
E1.2	E 1.2	mestbandbatterij voor natte mest met afvoer naar een gesloten opslag (minimaal 2 maal per week ontmesten)
E1.3	E 1.3	compactbatterij waarvan de natte mest 2 maal daags door middel van mestschuiven en een centrale mestband afgevoerd wordt naar een gesloten opslag
E1.4	E 1.4	batterij met geforceerde mestdroging (kanalenstal)
E1.5.1	E 1.5.1	mestbandbatterij met geforceerde mestdroging; mestbandbatterij voor droge mest met geforceerde mestdroging 
E1.5.2	E 1.5.2	mestbandbatterij met geforceerde mestdroging; mestbandbatterij met geforceerde mestdroging, belucht met 0,4 m3 lucht per opfokhen per uur; mestafdraaien per vijf dagen, de mest heeft dan een droge stofgehalte van minimaal 55% 
E1.5.3	E 1.5.3	mestbandbatterij met geforceerde mestdroging; batterijhuisvesting volgens categorie E 1.5.1 met chemisch luchtwassysteem met 90% emissiereductie 
E1.5.4	E 1.5.4	mestbandbatterij met geforceerde mestdroging; batterijhuisvesting volgens categorie E 1.5.2 met chemisch luchtwassysteem met 90% emissiereductie 
E1.5.5	E 1.5.5	mestbandbatterij met geforceerde mestdroging; koloniehuisvesting met mestbandbeluchting (0,7 m3 per dier per uur) 
E1.6	E 1.6	batterijsysteem met mestbandbeluchting en bovenliggende droogtunnel
E1.7	E 1.7	grondhuisvesting (strooiselvloer, roostervloer)
E1.8.1	E 1.8.1	volièrehuisvesting; minimaal 50% van de leef ruimte is rooster, met daaronder een mestband. Mestbanden minimaal eenmaal per week afdraaien. Roosters minimaal in twee etages 
E1.8.2	E 1.8.2	volièrehuisvesting; 65 - 70% van de leefruimte is rooster, met daaronder een mestband met 0,3 m3 per dier per uur mestbeluchting. Mestbanden minimaal eenmaal per week afdraaien. Roosters minimaal in twee etages. 
E1.8.3.1	E 1.8.3.1	volièrehuisvesting; 45 - 55% van de leefruimte is rooster met daaronder een mestband, mestbanden minimaal tweemaal per week afdraaien; met 0,1 m3 per dier per uur beluchting
E1.8.3.2	E 1.8.3.2	volièrehuisvesting; 45 - 55% van de leefruimte is rooster met daaronder een mestband, mestbanden minimaal tweemaal per week afdraaien; met 0,3 m3 per dier per uur beluchting
E1.8.4	E 1.8.4	volièrehuisvesting; 30 - 35% van de leefruimte is rooster met daaronder een mestband met 0,4 m3 per dier per uur beluchting, mestbanden minimaal éénmaal per week afdraaien 
E1.8.5	E 1.8.5	volièrehuisvesting; 55 - 60% van de leefruimte is rooster met daaronder een mestband met 0,4 m³ per dier per uur beluchting, mestbanden minimaal éénmaal per week afdraaien 
E1.9	E 1.9	chemisch luchtwassysteem 90% emissiereductie
E2.1	E 2.1	open mestopslag onder de batterij al dan niet voorzien van een mestschuif (flat-deck-kooien, trapkooien of compactkooien voor natte mest)
E2.10	E 2.10	chemisch luchtwassysteem 90% emissiereductie
E2.100	E 2.100	overige huisvestingssystemen niet-batterijhuisvesting
E2.101	E 2.101	overige huisvestingssystemen batterijhuisvesting
E2.11.1	E 2.11.1	volièrehuisvesting; minimaal 50% van de leefruimte is rooster met daaronder een mestband. Mestbanden minimaal eenmaal per week afdraaien. Roosters minimaal in twee etages. 
E2.11.2.1	E 2.11.2.1	volièrehuisvesting; 45 - 55% van de leefruimte roosters met daaronder een mestband met beluchting. Mestbanden minimaal tweemaal per week afdraaien. Roosters minimaal in twee etages; beluchtingcapaciteit minimaal 0,2 m³ per dier per uur
E2.11.2.2	E 2.11.2.2	volièrehuisvesting; 45 - 55% van de leefruimte roosters met daaronder een mestband met beluchting. Mestbanden minimaal tweemaal per week afdraaien. Roosters minimaal in twee etages; beluchtingcapaciteit minimaal 0,5 m³ per dier per uur
E2.11.3	E 2.11.3	volièrehuisvesting; 30-35% van de leefruimte roosters met daaronder een mestband met 0,7 m3 per dier per uur mestbeluchting. Mestbanden minimaal eenmaal per week afdraaien. Roosters minimaal in twee etages. 
E2.11.4	E 2.11.4	volièrehuisvesting; 55-60% van de leefruimte roosters met daaronder een mestband met 0,7 m3 per dier per uur mestbeluchting. Mestbanden minimaal eenmaal per week afdraaien. Roosters minimaal in twee etages. 
E2.12.1	E 2.12.1	Scharrelhuisvesting; scharrelstal in twee verdiepingen met mestbanden onder de roosters (twee maal per week afdraaien), bezetting 9 dieren per m2 
E2.12.2	E 2.12.2	scharrelhuisvesting met frequente mest- en strooiselverwijdering
E2.13	E 2.13	biologisch luchtwassysteem 70% emissiereductie
E2.14	E 2.14	biofilter 70% emissiereductie
E2.15	E 2.15	chemisch luchtwassysteem 70% emissiereductie
E2.2	E 2.2	mestbandbatterij voor natte mest met afvoer naar een gesloten opslag (minimaal 2 maal per week ontmesten)
E2.3	E 2.3	compactbatterij waarvan de natte mest 2 maal daags door middel van mestschuiven en een centrale mestband afgevoerd wordt naar een gesloten opslag
E2.4	E 2.4	batterij met geforceerde mestdroging (deeppitstal of highrisestal, kanalenstal)
E2.5.1	E 2.5.1	mestbandbatterij met geforceerde mestdroging; mestbandbatterij voor droge mest met geforceerde mestdroging 
E2.5.2	E 2.5.2	mestbandbatterij met geforceerde mestdroging; mestbandbatterij met geforceerde mestdroging, belucht met 0,7 m3 lucht per dier per uur. Mestafdraaien per vijf dagen; de mest heeft dan een droge stofgehalte van minimaal 55% 
E2.5.3	E 2.5.3	mestbandbatterij met geforceerde mestdroging; batterijhuisvesting volgens categorie E 2.5.1 met chemisch luchtwassysteem met 90% emissiereductie 
E2.5.4	E 2.5.4	mestbandbatterij met geforceerde mestdroging; batterijhuisvesting volgens categorie E 2.5.2 met chemisch luchtwassysteem met 90% emissiereductie 
E2.5.5	E 2.5.5	mestbandbatterij met geforceerde mestdroging; verrijkte kooien met mestbandbeluchting (0,7 m3 per dier per uur) 
E2.5.6	E 2.5.6	mestbandbatterij met geforceerde mestdroging; koloniehuisvesting met mestbandbeluchting (0,7 m3 per dier per uur) 
E2.6	E 2.6	batterijsysteem met mestbandbeluchting en bovenliggende droogtunnel
E2.7	E 2.7	grondhuisvesting van legrassen (circa 1/3 strooiselvloer en circa 2/3 roostervloer)
E2.8	E 2.8	grondhuisvesting met beluchting onder gedeeltelijk verhoogde roostervloer (perfosysteem)
E2.9.1	E 2.9.1	grondhuisvesting met mestbeluchting via buizen; grondhuisvesting met mestbeluchting via buizen onder de beun 
E2.9.2	E 2.9.2	grondhuisvesting met mestbeluchting via buizen; grondhuisvesting met enkele buis onder de beun aan weerszijden van het legnest 
E2.9.3	E 2.9.3	grondhuisvesting met mestbeluchting door middel van verticale ventilatiekokers
E3.1	E 3.1	chemisch luchtwassysteem 90% emissiereductie
E3.100	E 3.100	overige huisvestingssystemen
E3.2	E 3.2	biologisch luchtwassysteem 70% emissiereductie
E3.3	E 3.3	stal met mixluchtventilatie
E3.4	E 3.4	stal met verwarmingssysteem met warmteheaters en ventilatoren
E3.5	E 3.5	biofilter 70% emissiereductie
E3.6	E 3.6	chemisch luchtwassysteem 70% emissiereductie
E3.7	E 3.7	stal met warmteheaters met luchtmengsysteem voor droging strooisellaag
E3.8	E 3.8	stal met luchtmengsysteem voor droging strooisellaag in combinatie met een warmtewisselaar
E3.9	E 3.9	stal met buizenverwarming
E4.1	E 4.1	groepskooi voorzien van mestband en geforceerde mestdroging
E4.10	E 4.10	chemisch luchtwassysteem 70% emissiereductie
E4.100	E 4.100	overige huisvestingssystemen
E4.2	E 4.2	volièrehuisvesting met geforceerde mestdroging
E4.3	E 4.3	volièrehuisvesting met geforceerde mest- en strooiseldroging
E4.4.1	E 4.4.1	grondhuisvesting met mestbeluchting; mestbeluchting van bovenaf 
E4.4.2	E 4.4.2	grondhuisvesting met mestbeluchting; mestbeluchting met verticale slangen in de mest 
E4.4.3	E 4.4.3	grondhuisvesting met mestbeluchting; grondhuisvesting met mestbeluchting via buizen onder de beun 
E4.4.4	E 4.4.4	grondhuisvesting met mestbeluchting; grondhuisvesting met mestbeluchting door middel van verticale ventilatiekokers 
E4.5	E 4.5	perfosysteem op gedeeltelijk verhoogde roostervloer
E4.6	E 4.6	chemisch luchtwassysteem 90% emissiereductie
E4.7	E 4.7	biologisch luchtwassysteem 70% emissiereductie
E4.8	E 4.8	grondhuisvesting, mestbanden onder de roosters, mestbanden minimaal tweemaal per week afdraaien
E4.9	E 4.9	biofilter 70% emissiereductie
E5.1	E 5.1	zwevende vloer met strooiseldroging
E5.10	E 5.10	stal met verwarmingssysteem met warmteheaters en ventilatoren
E5.100	E 5.100	overige huisvestingssystemen
E5.11	E 5.11	stal met luchtmengsysteem voor droging strooisellaag in combinatie met een warmtewisselaar
E5.12	E 5.12	biofilter 70% emissiereductie
E5.13	E 5.13	chemisch luchtwassysteem 70% emissiereductie
E5.14	E 5.14	stal met warmteheaters met luchtmengsysteem voor droging strooisellaag
E5.15	E 5.15	Stal met buizenverwarming
E5.2	E 5.2	geperforeerde vloer met strooiseldroging
E5.3	E 5.3	etagesysteem met volledige roostervloer en mestbandbeluchting
E5.4	E 5.4	chemisch luchtwassysteem 90% emissiereductie
E5.5	E 5.5	grondhuisvesting met vloerverwarming en vloerkoeling
E5.6	E 5.6	stal met mixluchtventilatie
E5.7	E 5.7	biologisch luchtwassysteem 70% emissiereductie
E5.8	E 5.8	etagesysteem met mestband en strooiseldroging
E5.9.1.1.1	E 5.9.1.1.1	uitbroeden eieren en opfokken vleeskuikens tot 13 dagen in stal en vervolghuisvesting in E 5.5 (grondhuisvesting met vloerverwarming en vloerkoeling)
E5.9.1.1.100	E 5.9.1.1.100	uitbroeden eieren en opfokken vleeskuikens tot 13 dagen in stal en vervolghuisvesting in E 5.100 (overige huisvestingsystemen)
E5.9.1.1.2	E 5.9.1.1.2	uitbroeden eieren en opfokken vleeskuikens tot 13 dagen in stal en vervolghuisvesting in E 5.6 (stal met mixluchtventilatie)
E5.9.1.1.3	E 5.9.1.1.3	uitbroeden eieren en opfokken vleeskuikens tot 13 dagen in stal en vervolghuisvesting in E 5.8 (etagesysteem met mestband en strooiseldroging)
E5.9.1.1.4	E 5.9.1.1.4	uitbroeden eieren en opfokken vleeskuikens tot 13 dagen in stal en vervolghuisvesting in E 5.10 (stal met verwarmingssysteem met warmteheaters en ventilatoren)
E5.9.1.1.5	E 5.9.1.1.5	uitbroeden eieren en opfokken vleeskuikens tot 13 dagen in stal en vervolghuisvesting in E 5.11 (vleeskuikenstal met luchtmengsysteem voor droging strooisellaag in combinatie met een warmtewisselaar)
E5.9.1.1.6	E 5.9.1.1.6	uitbroeden eieren en opfokken vleeskuikens tot 13 dagen in stal en vervolghuisvesting in E 5.15 (vleeskuikenstal met buizenverwarming)
E5.9.1.2.1	E 5.9.1.2.1	uitbroeden eieren en opfokken vleeskuikens tot 19 dagen in stal en vervolghuisvesting in E 5.5 (grondhuisvesting met vloerverwarming en vloerkoeling)
E5.9.1.2.100	E 5.9.1.2.100	uitbroeden eieren en opfokken vleeskuikens tot 19 dagen in stal en vervolghuisvesting in E 5.100 (overige huisvestingsystemen)
E5.9.1.2.2	E 5.9.1.2.2	uitbroeden eieren en opfokken vleeskuikens tot 19 dagen in stal en vervolghuisvesting in E 5.6 (stal met mixluchtventilatie)
E5.9.1.2.3	E 5.9.1.2.3	uitbroeden eieren en opfokken vleeskuikens tot 19 dagen in stal en vervolghuisvesting in E 5.8 (etagesysteem met mestband en strooiseldroging)
E5.9.1.2.4	E 5.9.1.2.4	uitbroeden eieren en opfokken vleeskuikens tot 19 dagen in stal en vervolghuisvesting in E 5.10 (stal met verwarmingssysteem met warmteheaters en ventilatoren)
E5.9.1.2.5	E 5.9.1.2.5	uitbroeden eieren en opfokken vleeskuikens tot 19 dagen in stal en vervolghuisvesting in E 5.11 (vleeskuikenstal met luchtmengsysteem voor droging strooisellaag in combinatie met een warmtewisselaar)
E5.9.1.2.6	E 5.9.1.2.6	uitbroeden eieren en opfokken vleeskuikens tot 19 dagen in stal en vervolghuisvesting in E 5.15 (vleeskuikenstal met buizenverwarming)
F1.1	F 1.1	chemisch luchtwassysteem 90% emissiereductie
F1.100	F 1.100	overige huisvestingssystemen
F1.2	F 1.2	biologisch luchtwassysteem 70% emissiereductie
F1.3	F 1.3	stal met verwarmingssysteem met warmteheaters en ventilatoren
F1.4	F 1.4	biofilter 70% emissiereductie
F1.5	F 1.5	chemisch luchtwassysteem 70% emissiereductie
F1.6	F 1.6	stal met warmteheaters met luchtmengsysteem voor droging strooisellaag
F1.7	F 1.7	stal met luchtmengsysteem voor droging strooisellaag in combinatie met een warmtewisselaar
F1.8	F 1.8	stal met buizenverwarming
F2.1	F 2.1	chemisch luchtwassysteem 90% emissiereductie
F2.100	F 2.100	overige huisvestingssystemen
F2.2	F 2.2	biologisch luchtwassysteem 70% emissiereductie
F2.3	F 2.3	stal met verwarmingssysteem met warmteheaters en ventilatoren
F2.4	F 2.4	biofilter 70% emissiereductie
F2.5	F 2.5	chemisch luchtwassysteem 70% emissiereductie
F2.6	F 2.6	stal met warmteheaters met luchtmengsysteem voor droging strooisellaag
F2.7	F 2.7	stal met luchtmengsysteem voor droging strooisellaag in combinatie met een warmtewisselaar
F3.1	F 3.1	chemisch luchtwassysteem 90% emissiereductie
F3.100	F 3.100	overige huisvestingssystemen
F3.2	F 3.2	biologisch luchtwassysteem 70% emissiereductie
F3.3	F 3.3	biofilter 70% emissiereductie
F3.4	F 3.4	chemisch luchtwassysteem 70% emissiereductie
F4.1	F 4.1	gedeeltelijk verhoogde strooiselvloer
F4.100	F 4.100	overige huisvestingssystemen
F4.2	F 4.2	chemisch luchtwassysteem 90% emissiereductie
F4.3	F 4.3	mechanisch geventileerde stal met frequente strooiselverwijdering
F4.4	F 4.4	biologisch luchtwassysteem 70% emissiereductie
F4.5	F 4.5	stal met verwarmingssysteem met warmteheaters en ventilatoren
F4.6	F 4.6	biofilter 70% emissiereductie
F4.7	F 4.7	chemisch luchtwassysteem 70% emissiereductie
F4.8	F 4.8	stal met warmteheaters met luchtmengsysteem voor droging strooisellaag
F4.9	F 4.9	stal met luchtmengsysteem voor droging strooisellaag in combinatie met een warmtewisselaar
G1.1	G 1.1	chemisch luchtwassysteem 90% emissiereductie
G1.100	G 1.100	overig huisvestingssystemen
G1.2	G 1.2	biologisch luchtwassysteem 70% emissiereductie
G1.3	G 1.3	chemisch luchtwassysteem 70% emissiereductie
G1.4	G 1.4	biofilter 70% emissiereductie
G2.1.1	G 2.1.1	binnen mesten; chemisch luchtwassysteem 90% emissiereductie 
G2.1.100	G 2.1.100	binnen mesten; overig huisvestingssystemen
G2.1.2	G 2.1.2	binnen mesten; biologisch luchtwassysteem 70% emissiereductie 
G2.1.3	G 2.1.3	binnen mesten; chemisch luchtwassysteem 70% emissiereductie 
G2.1.4	G 2.1.4	binnen mesten; biofilter 70% emissiereductie 
G2.2	G 2.2	buiten mesten (per afgeleverde eend)
H1.1	H 1.1	open mestopslag onder de kooi
H1.2	H 1.2	dagontmesting met afvoer naar een gesloten opslag
I1.1	I 1.1	mechanisch geventileerde stal met gescheiden afvoer van mest en urine
I1.100	I 1.100	overige huisvestingssystemen
I1.2	I 1.2	mechanisch geventileerde stal met een biologisch luchtwassysteem 70% emissiereductie
I1.3	I 1.3	mechanisch geventileerde stal met een chemisch luchtwassysteem 70% emissiereductie
I1.4	I 1.4	mechanisch geventileerde stal met een chemisch luchtwassysteem 90% emissiereductie
I2.1	I 2.1	mechanisch geventileerde stal met gescheiden afvoer van mest en urine
I2.100	I 2.100	overige huisvestingssystemen
I2.2	I 2.2	mechanisch geventileerde stal met een biologisch luchtwassysteem 70% emissiereductie
I2.3	I 2.3	mechanisch geventileerde stal met een chemisch luchtwassysteem 70% emissiereductie
I2.4	I 2.4	mechanisch geventileerde stal met een chemisch luchtwassysteem 90% emissiereductie
K1.100	K 1.100	overige huisvestingssystemen
K2.100	K 2.100	overige huisvestingssystemen
K3.100	K 3.100	overige huisvestingssystemen
K4.100	K 4.100	overige huisvestingssystemen
L1.100	L 1.100	overige huisvestingssystemen
L2.100	L 2.100	overige huisvestingssystemen
L3.100	L 3.100	overige huisvestingssystemen
